Entity,Code,Year,Total deaths from cardiovascular diseases among both sexes,_disease_name,_scraped_at
Seychelles,SYC,2022,,child_mortality,2026-06-15T20:43:29.930162
Seychelles,SYC,2023,,child_mortality,2026-06-15T20:43:29.930162
Sierra Leone,SLE,2021,,child_mortality,2026-06-15T20:43:29.930190
Sierra Leone,SLE,2022,,child_mortality,2026-06-15T20:43:29.930190
Sierra Leone,SLE,2023,,child_mortality,2026-06-15T20:43:29.930190
Singapore,SGP,2021,,child_mortality,2026-06-15T20:43:29.930228
Singapore,SGP,2022,,child_mortality,2026-06-15T20:43:29.930228
Singapore,SGP,2023,,child_mortality,2026-06-15T20:43:29.930229
Slovakia,SVK,2021,,child_mortality,2026-06-15T20:43:29.930255
Slovakia,SVK,2022,,child_mortality,2026-06-15T20:43:29.930255
Slovakia,SVK,2023,,child_mortality,2026-06-15T20:43:29.930256
Slovenia,SVN,2021,,child_mortality,2026-06-15T20:43:29.930274
Slovenia,SVN,2022,,child_mortality,2026-06-15T20:43:29.930274
Slovenia,SVN,2023,,child_mortality,2026-06-15T20:43:29.930275
Solomon Islands,SLB,2021,,child_mortality,2026-06-15T20:43:29.930307
Solomon Islands,SLB,2022,,child_mortality,2026-06-15T20:43:29.930307
Solomon Islands,SLB,2023,,child_mortality,2026-06-15T20:43:29.930307
Somalia,SOM,2021,,child_mortality,2026-06-15T20:43:29.930325
Somalia,SOM,2022,,child_mortality,2026-06-15T20:43:29.930325
Somalia,SOM,2023,,child_mortality,2026-06-15T20:43:29.930326
South Africa,ZAF,2021,,child_mortality,2026-06-15T20:43:29.930345
South Africa,ZAF,2022,,child_mortality,2026-06-15T20:43:29.930346
South Africa,ZAF,2023,,child_mortality,2026-06-15T20:43:29.930346
South America,OWID_SAM,2021,,child_mortality,2026-06-15T20:43:29.930376
South America,OWID_SAM,2022,,child_mortality,2026-06-15T20:43:29.930377
South America,OWID_SAM,2023,,child_mortality,2026-06-15T20:43:29.930377
South Korea,KOR,2021,,child_mortality,2026-06-15T20:43:29.930409
South Korea,KOR,2022,,child_mortality,2026-06-15T20:43:29.930410
South Korea,KOR,2023,,child_mortality,2026-06-15T20:43:29.930410
South Sudan,SSD,2021,,child_mortality,2026-06-15T20:43:29.930440
South Sudan,SSD,2022,,child_mortality,2026-06-15T20:43:29.930440
South Sudan,SSD,2023,,child_mortality,2026-06-15T20:43:29.930441
Spain,ESP,2021,,child_mortality,2026-06-15T20:43:29.930505
Spain,ESP,2022,,child_mortality,2026-06-15T20:43:29.930505
Spain,ESP,2023,,child_mortality,2026-06-15T20:43:29.930505
Sri Lanka,LKA,2021,,child_mortality,2026-06-15T20:43:29.930536
Sri Lanka,LKA,2022,,child_mortality,2026-06-15T20:43:29.930536
Sri Lanka,LKA,2023,,child_mortality,2026-06-15T20:43:29.930537
Sudan,SDN,2021,,child_mortality,2026-06-15T20:43:29.930570
Sudan,SDN,2022,,child_mortality,2026-06-15T20:43:29.930571
Sudan,SDN,2023,,child_mortality,2026-06-15T20:43:29.930571
Suriname,SUR,2021,,child_mortality,2026-06-15T20:43:29.930588
Suriname,SUR,2022,,child_mortality,2026-06-15T20:43:29.930589
Suriname,SUR,2023,,child_mortality,2026-06-15T20:43:29.930589
Sweden,SWE,2021,,child_mortality,2026-06-15T20:43:29.930706
Sweden,SWE,2022,,child_mortality,2026-06-15T20:43:29.930706
Sweden,SWE,2023,,child_mortality,2026-06-15T20:43:29.930707
Switzerland,CHE,2021,,child_mortality,2026-06-15T20:43:29.930767
Switzerland,CHE,2022,,child_mortality,2026-06-15T20:43:29.930768
Switzerland,CHE,2023,,child_mortality,2026-06-15T20:43:29.930768
Syria,SYR,2021,,child_mortality,2026-06-15T20:43:29.930797
Syria,SYR,2022,,child_mortality,2026-06-15T20:43:29.930797
Syria,SYR,2023,,child_mortality,2026-06-15T20:43:29.930798
Tajikistan,TJK,2021,,child_mortality,2026-06-15T20:43:29.930833
Tajikistan,TJK,2022,,child_mortality,2026-06-15T20:43:29.930833
Tajikistan,TJK,2023,,child_mortality,2026-06-15T20:43:29.930834
Tanzania,TZA,2021,,child_mortality,2026-06-15T20:43:29.930862
Tanzania,TZA,2022,,child_mortality,2026-06-15T20:43:29.930862
Tanzania,TZA,2023,,child_mortality,2026-06-15T20:43:29.930862
Thailand,THA,2021,,child_mortality,2026-06-15T20:43:29.930893
Thailand,THA,2022,,child_mortality,2026-06-15T20:43:29.930893
Thailand,THA,2023,,child_mortality,2026-06-15T20:43:29.930894
Togo,TGO,2021,,child_mortality,2026-06-15T20:43:29.930928
Togo,TGO,2022,,child_mortality,2026-06-15T20:43:29.930928
Togo,TGO,2023,,child_mortality,2026-06-15T20:43:29.930928
Tonga,TON,2021,,child_mortality,2026-06-15T20:43:29.930952
Tonga,TON,2022,,child_mortality,2026-06-15T20:43:29.930952
Tonga,TON,2023,,child_mortality,2026-06-15T20:43:29.930953
Trinidad and Tobago,TTO,2021,,child_mortality,2026-06-15T20:43:29.930999
Trinidad and Tobago,TTO,2022,,child_mortality,2026-06-15T20:43:29.930999
Trinidad and Tobago,TTO,2023,,child_mortality,2026-06-15T20:43:29.930999
Tunisia,TUN,2021,,child_mortality,2026-06-15T20:43:29.931037
Tunisia,TUN,2022,,child_mortality,2026-06-15T20:43:29.931037
Tunisia,TUN,2023,,child_mortality,2026-06-15T20:43:29.931038
Turkey,TUR,2021,,child_mortality,2026-06-15T20:43:29.931072
Turkey,TUR,2022,,child_mortality,2026-06-15T20:43:29.931072
Turkey,TUR,2023,,child_mortality,2026-06-15T20:43:29.931072
Turkmenistan,TKM,2021,,child_mortality,2026-06-15T20:43:29.931094
Turkmenistan,TKM,2022,,child_mortality,2026-06-15T20:43:29.931094
Turkmenistan,TKM,2023,,child_mortality,2026-06-15T20:43:29.931094
Turks and Caicos Islands,TCA,2021,,child_mortality,2026-06-15T20:43:29.931121
Turks and Caicos Islands,TCA,2022,,child_mortality,2026-06-15T20:43:29.931121
Turks and Caicos Islands,TCA,2023,,child_mortality,2026-06-15T20:43:29.931122
Tuvalu,TUV,2021,,child_mortality,2026-06-15T20:43:29.931151
Tuvalu,TUV,2022,,child_mortality,2026-06-15T20:43:29.931151
Tuvalu,TUV,2023,,child_mortality,2026-06-15T20:43:29.931152
Uganda,UGA,2021,,child_mortality,2026-06-15T20:43:29.931182
Uganda,UGA,2022,,child_mortality,2026-06-15T20:43:29.931182
Uganda,UGA,2023,,child_mortality,2026-06-15T20:43:29.931183
Ukraine,UKR,2021,,child_mortality,2026-06-15T20:43:29.931206
Ukraine,UKR,2022,,child_mortality,2026-06-15T20:43:29.931207
Ukraine,UKR,2023,,child_mortality,2026-06-15T20:43:29.931207
United Arab Emirates,ARE,2021,,child_mortality,2026-06-15T20:43:29.931235
United Arab Emirates,ARE,2022,,child_mortality,2026-06-15T20:43:29.931236
United Arab Emirates,ARE,2023,,child_mortality,2026-06-15T20:43:29.931236
United Kingdom,GBR,2021,,child_mortality,2026-06-15T20:43:29.931316
United Kingdom,GBR,2022,,child_mortality,2026-06-15T20:43:29.931316
United Kingdom,GBR,2023,,child_mortality,2026-06-15T20:43:29.931316
United States,USA,2021,,child_mortality,2026-06-15T20:43:29.931353
United States,USA,2022,,child_mortality,2026-06-15T20:43:29.931354
United States,USA,2023,,child_mortality,2026-06-15T20:43:29.931354
Upper-middle-income countries,OWID_UMC,2021,,child_mortality,2026-06-15T20:43:29.931372
Upper-middle-income countries,OWID_UMC,2022,,child_mortality,2026-06-15T20:43:29.931372
Upper-middle-income countries,OWID_UMC,2023,,child_mortality,2026-06-15T20:43:29.931373
Uruguay,URY,2021,,child_mortality,2026-06-15T20:43:29.931410
Uruguay,URY,2022,,child_mortality,2026-06-15T20:43:29.931411
Uruguay,URY,2023,,child_mortality,2026-06-15T20:43:29.931411
Uzbekistan,UZB,2021,,child_mortality,2026-06-15T20:43:29.931429
Uzbekistan,UZB,2022,,child_mortality,2026-06-15T20:43:29.931429
Uzbekistan,UZB,2023,,child_mortality,2026-06-15T20:43:29.931430
Vanuatu,VUT,2021,,child_mortality,2026-06-15T20:43:29.931456
Vanuatu,VUT,2022,,child_mortality,2026-06-15T20:43:29.931457
Vanuatu,VUT,2023,,child_mortality,2026-06-15T20:43:29.931457
Venezuela,VEN,2021,,child_mortality,2026-06-15T20:43:29.931506
Venezuela,VEN,2022,,child_mortality,2026-06-15T20:43:29.931506
Venezuela,VEN,2023,,child_mortality,2026-06-15T20:43:29.931507
Vietnam,VNM,2021,,child_mortality,2026-06-15T20:43:29.931537
Vietnam,VNM,2022,,child_mortality,2026-06-15T20:43:29.931537
Vietnam,VNM,2023,,child_mortality,2026-06-15T20:43:29.931538
World,OWID_WRL,2021,,child_mortality,2026-06-15T20:43:29.931634
World,OWID_WRL,2022,,child_mortality,2026-06-15T20:43:29.931635
World,OWID_WRL,2023,,child_mortality,2026-06-15T20:43:29.931636
Yemen,YEM,2021,,child_mortality,2026-06-15T20:43:29.931667
Yemen,YEM,2022,,child_mortality,2026-06-15T20:43:29.931667
Yemen,YEM,2023,,child_mortality,2026-06-15T20:43:29.931668
Zambia,ZMB,2021,,child_mortality,2026-06-15T20:43:29.931699
Zambia,ZMB,2022,,child_mortality,2026-06-15T20:43:29.931700
Zambia,ZMB,2023,,child_mortality,2026-06-15T20:43:29.931700
Zimbabwe,ZWE,2021,,child_mortality,2026-06-15T20:43:29.931729
Zimbabwe,ZWE,2022,,child_mortality,2026-06-15T20:43:29.931729
Zimbabwe,ZWE,2023,,child_mortality,2026-06-15T20:43:29.931730
