year,locationabbr,locationdesc,geographiclevel,datasource,class,topic,data_value,data_value_unit,data_value_type,stratificationcategory1,stratification1,stratificationcategory2,stratification2,topicid,locationid,y_lat,x_lon,_dataset_id,_dataset_name,_extracted_at
2022,AK,Ketchikan Gateway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02130,55.621720661,-130.7595837,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367959
2022,AK,Kodiak Island,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02150,57.715764645,-153.8367593,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367960
2022,AK,Kusilvak,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02158,62.159507006,-163.3489828,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367960
2022,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02164,58.65264198,-156.1838384,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367961
2022,AK,Matanuska-Susitna,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,615.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02170,62.316474745,-149.5987212,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367961
2022,AK,Nome,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02180,64.903977039,-163.9462296,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367962
2022,AK,North Slope,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02185,69.309529075,-153.3965423,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367962
2022,AK,Northwest Arctic,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02188,67.065076558,-159.7268825,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367963
2022,AK,Petersburg,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02195,56.835797242,-133.229917,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367963
2022,AK,Prince of Wales-Hyder,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02198,55.612913536,-132.7928046,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367963
2022,AK,Sitka,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02220,57.236874416,-135.2842908,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367966
2022,AK,Skagway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02230,59.560902403,-135.3326813,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367966
2022,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02240,63.867730698,-143.2216055,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367967
2022,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02261,61.535209309,-144.3399175,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367967
2022,AK,Wrangell,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02275,56.386247972,-131.7746929,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367968
2022,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02282,59.488147271,-138.6492854,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367968
2022,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Asian,T2,02290,65.503126799,-151.4114639,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367969
2022,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02013,55.442393334,-161.9599296,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367969
2022,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02016,53.648343064,-166.9175329,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367970
2022,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,122.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02020,61.159144533,-149.1045591,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367970
2022,AK,Bethel,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02050,60.923647647,-159.7532618,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367971
2022,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02060,58.753495988,-156.694662,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367971
2022,AK,Denali,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02068,63.67881971,-149.9608012,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367972
2022,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02070,59.803703891,-158.1813501,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367972
2022,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02090,64.809319444,-146.5842931,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367973
2022,AK,Haines,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02100,59.141478853,-135.5151943,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367973
2022,AK,Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02105,58.717908328,-137.1866487,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367973
2022,AK,Juneau,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02110,58.463936686,-134.1669508,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367974
2022,AK,Kenai Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,207,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02122,60.193262972,-150.2807443,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367974
2022,AK,Ketchikan Gateway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02130,55.621720661,-130.7595837,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367975
2022,AK,Kodiak Island,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02150,57.715764645,-153.8367593,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367975
2022,AK,Kusilvak,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02158,62.159507006,-163.3489828,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367976
2022,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02164,58.65264198,-156.1838384,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367976
2022,AK,Matanuska-Susitna,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,176.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02170,62.316474745,-149.5987212,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367977
2022,AK,Nome,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02180,64.903977039,-163.9462296,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367977
2022,AK,North Slope,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02185,69.309529075,-153.3965423,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367977
2022,AK,Northwest Arctic,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02188,67.065076558,-159.7268825,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367978
2022,AK,Petersburg,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02195,56.835797242,-133.229917,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367979
2022,AK,Prince of Wales-Hyder,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02198,55.612913536,-132.7928046,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367979
2022,AK,Sitka,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02220,57.236874416,-135.2842908,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367980
2022,AK,Skagway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02230,59.560902403,-135.3326813,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367980
2022,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02240,63.867730698,-143.2216055,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367981
2022,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02261,61.535209309,-144.3399175,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367981
2022,AK,Wrangell,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02275,56.386247972,-131.7746929,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367981
2022,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02282,59.488147271,-138.6492854,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367982
2022,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Female,Race/Ethnicity,Asian,T2,02290,65.503126799,-151.4114639,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367983
2022,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02013,55.442393334,-161.9599296,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367983
2022,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02016,53.648343064,-166.9175329,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367984
2022,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,566.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02020,61.159144533,-149.1045591,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367984
2022,AK,Bethel,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02050,60.923647647,-159.7532618,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367984
2022,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02060,58.753495988,-156.694662,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367985
2022,AK,Denali,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02068,63.67881971,-149.9608012,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367985
2022,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02070,59.803703891,-158.1813501,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367986
2022,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02090,64.809319444,-146.5842931,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367986
2022,AK,Haines,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02100,59.141478853,-135.5151943,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367987
2022,AK,Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02105,58.717908328,-137.1866487,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367987
2022,AK,Juneau,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02110,58.463936686,-134.1669508,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367988
2022,AK,Kenai Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,557.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02122,60.193262972,-150.2807443,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367988
2022,AK,Ketchikan Gateway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02130,55.621720661,-130.7595837,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367988
2022,AK,Kodiak Island,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02150,57.715764645,-153.8367593,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367989
2022,AK,Kusilvak,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02158,62.159507006,-163.3489828,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367989
2022,AK,Lake and Peninsula,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02164,58.65264198,-156.1838384,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367991
2022,AK,Matanuska-Susitna,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,561.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02170,62.316474745,-149.5987212,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367991
2022,AK,Nome,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02180,64.903977039,-163.9462296,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367992
2022,AK,North Slope,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02185,69.309529075,-153.3965423,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367992
2022,AK,Northwest Arctic,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02188,67.065076558,-159.7268825,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367993
2022,AK,Petersburg,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02195,56.835797242,-133.229917,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367993
2022,AK,Prince of Wales-Hyder,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02198,55.612913536,-132.7928046,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367994
2022,AK,Sitka,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02220,57.236874416,-135.2842908,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367994
2022,AK,Skagway,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02230,59.560902403,-135.3326813,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367995
2022,AK,Southeast Fairbanks,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02240,63.867730698,-143.2216055,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367995
2022,AK,Valdez-Cordova,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02261,61.535209309,-144.3399175,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367995
2022,AK,Wrangell,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02275,56.386247972,-131.7746929,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367996
2022,AK,Yakutat,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02282,59.488147271,-138.6492854,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367996
2022,AK,Yukon-Koyukuk,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Overall,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02290,65.503126799,-151.4114639,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367997
2022,AK,Aleutians East,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02013,55.442393334,-161.9599296,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367997
2022,AK,Aleutians West,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02016,53.648343064,-166.9175329,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367998
2022,AK,Anchorage,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,611.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02020,61.159144533,-149.1045591,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367998
2022,AK,Bethel,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02050,60.923647647,-159.7532618,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367999
2022,AK,Bristol Bay,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02060,58.753495988,-156.694662,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.367999
2022,AK,Denali,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02068,63.67881971,-149.9608012,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.368000
2022,AK,Dillingham,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02070,59.803703891,-158.1813501,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.368000
2022,AK,Fairbanks North Star,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02090,64.809319444,-146.5842931,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.368001
2022,AK,Haines,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02100,59.141478853,-135.5151943,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.368001
2022,AK,Hoonah-Angoon,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",Sex,Male,Race/Ethnicity,Native Hawaiian or Other Pacific Islander,T2,02105,58.717908328,-137.1866487,th8y-thx5,heart_disease_mortality,2026-06-15T20:44:03.368002
